ReleaseID,version,ClassName,LOC,NRtotal,NRpartial,NfixTotal,NfixPartial,NauthTotal,NauthPartial,locAddedTotal,locAddedPartial,churnTotal,ChurnPartial,maxChurnTotal,maxChurnPartial,avgChurnTotal,avgChurnPartial,age,chgSetTotal,chgSetPartial,maxChangeSetTotal,maxChangeSetPartial,avgChgSetTotal,avgChgSetPartial,smells,Buggy
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractCollection.java,50,6,0,0,0,2,0,77,0,84,0,48,0,14,0,425,4418,0,1329,0,736,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java,266,5,1,1,1,3,1,277,1,277,1,262,1,55,1,404,4242,137,1330,137,848,137,10,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,1518,8,0,0,0,4,0,1614,0,1690,0,1523,0,211,0,404,4639,0,1271,0,579,0,44,yes
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java,230,7,0,0,0,2,0,351,0,394,0,263,0,56,0,425,4908,0,1329,0,701,0,18,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java,176,5,0,0,0,3,0,197,0,199,0,175,0,39,0,404,4466,0,1271,0,893,0,1,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/ant/ApplicationIdToolTask.java,112,3,0,0,0,2,0,122,0,122,0,94,0,40,0,362,3119,0,1287,0,1039,0,7,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPAStateManager.java,500,11,0,0,0,4,0,1065,0,1074,0,495,0,97,0,412,5477,0,1291,0,497,0,2,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,170,6,0,0,0,2,0,257,0,288,0,190,0,48,0,425,4418,0,1329,0,736,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCAggregateListener.java,45,3,0,0,0,2,0,55,0,55,0,42,0,18,0,404,3406,0,1329,0,1135,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,2903,29,9,5,4,6,4,3199,103,3336,142,2795,35,115,15,404,5895,568,1267,262,203,63,123,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ContainerFieldStrategy.java,133,5,0,0,0,3,0,145,0,146,0,124,0,29,0,404,4287,0,1331,0,857,0,0,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractConcurrentEventManager.java,141,9,1,0,0,3,1,195,1,207,1,106,1,23,1,425,5347,154,1290,154,594,154,3,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/FileSchemaFactory.java,106,5,2,2,2,3,2,118,5,118,5,100,4,23,2,404,3734,328,1329,229,746,164,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassStrategy.java,115,4,0,0,0,2,0,126,0,126,0,112,0,31,0,404,4034,0,1331,0,1008,0,0,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RandomAccessResultList.java,236,6,0,0,0,2,0,328,0,366,0,253,0,61,0,425,4418,0,1329,0,736,0,15,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java,209,4,0,0,0,2,0,222,0,225,0,209,0,56,0,404,3428,0,1329,0,857,0,6,no
4,1.0.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataDefaults.java,334,17,6,2,2,5,3,637,43,668,43,253,18,39,7,412,6458,838,1271,302,379,139,11,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedBlobFieldStrategy.java,107,4,0,0,0,2,0,118,0,118,0,104,0,29,0,404,4034,0,1331,0,1008,0,0,yes
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingFetchConfiguration.java,481,12,2,1,0,4,1,1052,8,1110,8,495,4,92,4,412,6753,632,1266,532,562,316,50,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java,1939,37,10,6,4,7,4,3730,130,3870,132,1610,73,104,13,412,7820,848,1270,278,211,84,56,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/ant/MetaDataToolTask.java,90,7,0,0,0,3,0,191,0,194,0,89,0,27,0,412,4724,0,1329,0,674,0,6,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,36,6,0,0,0,2,0,63,0,67,0,32,0,11,0,425,4418,0,1329,0,736,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OrderingMergedResultObjectProvider.java,111,5,0,0,0,2,0,226,0,226,0,108,0,45,0,412,4342,0,1329,0,868,0,2,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory.java,399,10,0,0,0,3,0,500,0,562,0,450,0,56,0,404,4694,0,1289,0,469,0,5,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Sized.java,36,3,0,0,0,2,0,46,0,46,0,33,0,15,0,404,3406,0,1329,0,1135,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java,95,3,0,0,0,2,0,105,0,105,0,92,0,35,0,404,3406,0,1329,0,1135,0,3,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractQueue.java,173,7,0,0,0,2,0,301,0,329,0,193,0,47,0,425,4908,0,1329,0,701,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java,128,4,0,0,0,3,0,141,0,141,0,125,0,35,0,404,4151,0,1288,0,1037,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java,186,8,2,2,2,4,2,278,11,344,11,180,9,43,5,404,4641,328,1290,229,580,164,9,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java,741,8,1,0,0,4,1,776,13,778,13,683,13,97,13,404,4960,269,1286,269,620,269,43,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedByteArrayFieldStrategy.java,96,4,0,0,0,2,0,107,0,107,0,93,0,26,0,404,4034,0,1331,0,1008,0,0,yes
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java,133,8,0,0,0,2,0,214,0,239,0,145,0,29,0,425,5260,0,1329,0,657,0,8,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingQuery.java,651,9,0,1,0,3,0,1464,0,1541,0,723,0,171,0,412,6231,0,1270,0,692,0,71,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java,348,9,0,0,0,3,0,711,0,717,0,351,0,79,0,412,5574,0,1331,0,619,0,11,yes
4,1.0.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataFactory.java,510,20,6,3,2,6,4,949,59,974,60,400,40,48,10,412,7200,838,1271,296,360,139,9,yes
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCData.java,107,7,0,0,0,3,0,240,0,244,0,108,0,34,0,412,5239,0,1290,0,748,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask.java,91,8,0,0,0,3,0,204,0,215,0,99,0,26,0,412,4783,0,1329,0,597,0,5,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,154,7,0,0,0,2,0,224,0,241,0,153,0,34,0,425,4770,0,1329,0,681,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCFilterListener.java,47,3,0,0,0,2,0,57,0,57,0,44,0,19,0,404,3406,0,1329,0,1135,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java,692,5,0,0,0,2,0,707,0,711,0,692,0,142,0,404,4231,0,1286,0,846,0,35,yes
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractSet.java,50,6,0,0,0,2,0,77,0,84,0,48,0,14,0,425,4418,0,1329,0,736,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,1578,10,0,0,0,5,0,1610,0,1620,0,1573,0,162,0,404,5188,0,1282,0,518,0,26,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java,633,6,1,1,1,4,1,662,14,678,14,609,14,113,14,404,4992,551,1289,551,832,551,29,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Index.java,85,3,0,0,0,2,0,95,0,95,0,82,0,31,0,404,3406,0,1329,0,1135,0,2,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java,113,4,0,0,0,2,0,124,0,124,0,110,0,31,0,404,4034,0,1331,0,1008,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Discriminator.java,436,6,1,1,1,4,1,456,20,461,20,383,20,76,20,404,4998,430,1271,430,833,430,8,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultList.java,57,6,0,0,0,2,0,115,0,131,0,62,0,21,0,425,4418,0,1329,0,736,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NoneMetaDataFactory.java,140,12,1,0,0,7,1,269,3,277,3,113,3,23,3,412,6246,371,1271,371,520,371,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingResultList.java,438,7,0,0,0,2,0,958,0,996,0,473,0,142,0,412,5478,0,1331,0,782,0,40,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/AutoDetachValue.java,88,9,0,2,0,2,0,220,0,243,0,91,0,27,0,412,5370,0,1271,0,596,0,0,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DecoratingDataSource.java,103,8,0,0,0,2,0,157,0,175,0,105,0,21,0,425,4915,0,1329,0,614,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCPath.java,32,3,0,0,0,2,0,42,0,42,0,29,0,14,0,404,3406,0,1329,0,1135,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LazySchemaFactory.java,194,4,0,0,0,2,0,208,0,208,0,190,0,52,0,404,4209,0,1286,0,1052,0,4,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCDataImpl.java,313,8,1,1,0,4,1,629,1,629,1,308,1,78,1,412,5860,310,1266,310,732,310,6,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/TableSchemaFactory.java,496,3,0,0,0,2,0,506,0,506,0,493,0,168,0,404,3406,0,1329,0,1135,0,17,yes
4,1.0.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java,550,25,4,4,3,6,4,728,33,772,33,421,23,30,8,412,6628,605,1271,229,265,151,21,yes
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NonPersistentMetaData.java,130,4,0,0,0,3,0,141,0,141,0,110,0,35,0,350,3010,0,1286,0,752,0,3,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLExceptions.java,115,6,0,0,0,3,0,126,0,127,0,103,0,21,0,404,4660,0,1267,0,776,0,1,yes
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Arrays.java,848,6,0,0,0,2,0,1348,0,1606,0,1051,0,267,0,425,4418,0,1329,0,736,0,15,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedClobFieldStrategy.java,83,4,0,0,0,2,0,94,0,94,0,80,0,23,0,404,4034,0,1331,0,1008,0,0,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java,172,6,1,1,1,3,1,188,1,188,1,169,1,31,1,404,4426,245,1331,245,737,245,11,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java,170,8,3,2,2,4,2,206,17,217,28,173,25,27,9,404,4925,527,1288,280,615,175,6,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultListIterator.java,78,7,0,0,0,2,0,116,0,126,0,74,0,18,0,425,4770,0,1329,0,681,0,1,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerFactoryValue.java,87,17,0,0,0,3,0,245,0,321,0,67,0,18,0,412,5840,0,1271,0,343,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingSeq.java,134,6,0,0,0,2,0,282,0,287,0,136,0,47,0,412,4850,0,1329,0,808,0,5,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,794,8,0,0,0,2,0,901,0,939,0,794,0,117,0,425,4915,0,1329,0,614,0,4,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Unique.java,56,3,0,0,0,2,0,66,0,66,0,53,0,22,0,404,3406,0,1329,0,1135,0,0,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCStringContains.java,56,4,0,0,0,3,0,68,0,69,0,54,0,17,0,404,3830,0,1329,0,957,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Order.java,52,6,0,0,0,2,0,111,0,111,0,47,0,18,0,412,5145,0,1286,0,857,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LocalConstraint.java,187,3,0,0,0,2,0,197,0,197,0,184,0,65,0,404,3406,0,1329,0,1135,0,6,yes
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCleanState.java,85,6,0,0,0,3,0,179,0,180,0,83,0,30,0,412,5033,0,1331,0,838,0,1,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerValue.java,67,5,0,0,0,3,0,97,0,101,0,49,0,20,0,180,2747,0,1266,0,549,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactory.java,46,3,0,0,0,2,0,56,0,56,0,43,0,18,0,404,3406,0,1329,0,1135,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FlatClassStrategy.java,68,4,0,0,0,3,0,79,0,79,0,65,0,19,0,404,4358,0,1267,0,1089,0,0,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashMap.java,941,9,0,0,0,2,0,1395,0,1649,0,1050,0,183,0,425,4986,0,1329,0,554,0,55,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorStrategy.java,78,5,0,0,0,3,0,93,0,94,0,69,0,18,0,404,4568,0,1271,0,913,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java,261,5,0,0,0,3,0,278,0,280,0,260,0,56,0,404,4181,0,1331,0,836,0,4,no
4,1.0.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProviderImpl.java,179,22,4,0,0,4,1,423,38,482,41,122,17,21,10,412,7475,705,1271,402,339,176,3,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProvider.java,95,6,0,0,0,2,0,154,0,161,0,95,0,26,0,425,4418,0,1329,0,736,0,7,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingStoreManager.java,202,7,0,0,0,4,0,416,0,416,0,199,0,59,0,412,4644,0,1327,0,663,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java,605,5,0,0,0,3,0,618,0,618,0,601,0,123,0,404,4532,0,1271,0,906,0,99,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/NameSet.java,80,6,0,0,0,3,0,93,0,93,0,73,0,15,0,404,4670,0,1286,0,778,0,2,yes
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ProxySetupStateManager.java,280,7,0,0,0,4,0,567,0,571,0,277,0,81,0,412,5552,0,1282,0,793,0,9,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java,162,7,0,0,0,3,0,337,0,338,0,139,0,48,0,412,5105,0,1291,0,729,0,0,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactoryImpl.java,63,3,0,0,0,2,0,73,0,73,0,60,0,24,0,404,3406,0,1329,0,1135,0,0,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,589,9,0,0,0,2,0,963,0,1118,0,711,0,124,0,425,5267,0,1329,0,585,0,9,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCWildcardMatch.java,61,4,0,0,0,3,0,73,0,74,0,59,0,18,0,404,3830,0,1329,0,957,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java,136,3,0,0,0,2,0,146,0,146,0,133,0,48,0,404,3406,0,1329,0,1135,0,3,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCResultObjectProvider.java,42,6,0,0,0,3,0,95,0,97,0,41,0,16,0,412,4610,0,1327,0,768,0,1,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashSet.java,110,6,0,0,0,2,0,150,0,162,0,109,0,27,0,425,4418,0,1329,0,736,0,2,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Embeddable.java,85,5,0,0,0,3,0,98,0,98,0,82,0,19,0,404,4181,0,1331,0,836,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneClassStrategy.java,89,3,0,0,0,2,0,99,0,99,0,86,0,33,0,404,3406,0,1329,0,1135,0,1,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProviderIterator.java,111,6,0,0,0,2,0,159,0,178,0,116,0,29,0,425,4418,0,1329,0,736,0,8,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java,446,5,0,0,0,3,0,460,0,462,0,444,0,92,0,404,4139,0,1290,0,827,0,22,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java,277,8,0,0,0,4,0,552,0,553,0,263,0,69,0,412,5521,0,1271,0,690,0,1,no
4,1.0.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceStrategy.java,45,6,1,0,0,2,1,93,1,93,1,41,1,15,1,412,4897,555,1329,555,816,555,0,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDatabaseMetaData.java,773,7,0,0,0,3,0,1654,0,1683,0,784,0,240,0,425,5224,0,1285,0,746,0,8,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/PrimaryKey.java,85,3,0,0,0,2,0,95,0,95,0,82,0,31,0,404,3406,0,1329,0,1135,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java,160,5,0,0,0,2,0,327,0,327,0,157,0,65,0,412,4342,0,1329,0,868,0,3,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,404,7,0,1,0,3,0,431,0,433,0,401,0,61,0,404,4669,0,1288,0,667,0,14,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateAttachStrategy.java,198,12,1,0,0,4,1,409,17,416,18,191,18,34,18,412,5748,363,1291,363,479,363,11,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,233,6,3,0,0,3,2,246,109,246,109,124,96,41,36,404,3733,327,1329,211,622,109,11,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCState.java,496,11,0,0,0,4,0,1018,0,1049,0,467,0,95,0,412,5142,0,1291,0,467,0,5,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneDiscriminatorStrategy.java,58,3,0,0,0,2,0,68,0,68,0,55,0,22,0,404,3406,0,1329,0,1135,0,1,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentLinkedQueue.java,503,7,0,0,0,2,0,937,0,1305,0,675,0,186,0,425,4908,0,1329,0,701,0,27,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Lit.java,104,6,1,1,1,4,1,138,1,145,1,87,1,24,1,404,4765,551,1332,551,794,551,6,no
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java,114,6,0,0,0,2,0,166,0,187,0,122,0,31,0,425,4418,0,1329,0,736,0,10,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMapping.java,1021,6,2,2,2,4,2,1054,10,1057,10,1013,8,176,5,404,4120,446,1327,259,686,223,16,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ReferenceCounter.java,45,4,0,0,0,2,0,56,0,56,0,39,0,14,0,404,4209,0,1286,0,1052,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractDB2Dictionary.java,104,7,1,1,1,4,1,116,1,116,1,95,1,16,1,404,5340,551,1267,551,762,551,0,yes
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/SequenceMetaData.java,371,10,2,2,2,3,2,749,11,753,11,360,9,75,5,412,6295,328,1286,229,629,164,9,yes
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ShortId.java,67,5,0,0,0,2,0,139,0,139,0,64,0,27,0,412,4342,0,1329,0,868,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java,302,4,0,0,0,3,0,313,0,313,0,298,0,78,0,404,4117,0,1290,0,1029,0,0,no
4,1.0.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java,473,19,4,3,3,5,4,988,18,1004,19,456,10,52,4,412,7126,802,1271,241,375,200,17,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,260,5,0,0,0,3,0,275,0,276,0,258,0,55,0,404,4181,0,1331,0,836,0,8,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDeletedFlushedState.java,39,6,0,0,0,3,0,87,0,88,0,37,0,14,0,412,5033,0,1331,0,838,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MatchesExpression.java,155,8,0,0,0,3,0,220,0,240,0,133,0,30,0,404,4519,0,1291,0,564,0,2,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java,946,19,1,0,0,6,1,1926,9,1949,9,930,9,102,9,412,7052,363,1282,363,371,363,30,yes
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentMap.java,44,6,0,0,0,2,0,76,0,80,0,40,0,13,0,425,4418,0,1329,0,736,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneFieldStrategy.java,54,3,0,0,0,2,0,64,0,64,0,51,0,21,0,404,3406,0,1329,0,1135,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMappingInfo.java,333,4,0,0,0,3,0,345,0,345,0,329,0,86,0,404,4358,0,1267,0,1089,0,9,yes
4,1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SoftRandomAccessResultList.java,41,6,0,0,0,2,0,71,0,77,0,37,0,12,0,425,4418,0,1329,0,736,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java,263,5,0,0,0,3,0,277,0,279,0,259,0,55,0,404,4408,0,1286,0,881,0,9,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration.java,1451,19,4,0,0,4,1,2959,79,2988,79,1336,40,157,19,412,6645,699,1286,488,349,174,1,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractResult.java,853,6,0,0,0,3,0,872,0,873,0,847,0,145,0,404,4348,0,1331,0,724,0,13,yes
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Union.java,65,4,0,0,0,3,0,89,0,103,0,76,0,25,0,404,4350,0,1270,0,1087,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/UpdateStrategies.java,92,7,0,0,0,2,0,190,0,190,0,88,0,27,0,412,5132,0,1331,0,733,0,4,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreException.java,53,7,0,0,0,2,0,119,0,122,0,51,0,17,0,412,5132,0,1331,0,733,0,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/IdentityJoinable.java,87,5,0,0,0,3,0,99,0,99,0,83,0,19,0,404,4393,0,1288,0,878,0,0,no
4,1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDeletedState.java,94,9,0,0,0,3,0,197,0,202,0,88,0,22,0,412,5685,0,1271,0,631,0,2,no
4,1.0.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Persistent.java,49,7,1,0,0,2,1,104,1,104,1,45,1,14,1,412,5502,532,1331,532,786,532,0,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldStrategy.java,247,5,0,0,0,3,0,268,0,269,0,245,0,53,0,404,4181,0,1331,0,836,0,1,no
4,1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaFactory.java,42,3,0,0,0,2,0,52,0,52,0,39,0,17,0,404,3406,0,1329,0,1135,0,0,no
