classPath,ruleName,priority,description,startLine,endLine
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `children` on foreign value `node` (degree 1)",2287,2287
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `children` on foreign value `node` (degree 1)",2291,2291
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `children` on foreign value `node` (degree 1)",2294,2294
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `children` on foreign value `node` (degree 1)",2298,2298
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `children` on foreign value `node` (degree 1)",2302,2302
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `children` on foreign value `node` (degree 1)",2314,2314
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `children` on foreign value `node` (degree 1)",2314,2314
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,TooManyMethods,3,"This class has too many methods, consider refactoring it.",2326,2477
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,LawOfDemeter,3,"Access to field `jjtNodeName` on foreign value `` (degree 1)",2436,2436
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,CognitiveComplexity,3,"The method 'validateParameters()' has a cognitive complexity of 15, current threshold is 15",2548,2548
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,CyclomaticComplexity,3,"The method 'validateParameters()' has a cyclomatic complexity of 12.",2548,2548
openjpa\openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,CollapsibleIfStatements,3,"This if statement could be combined with its parent",2574,2577
